Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides DMSO 1	Peptides DMSO 2	Peptides DMSO 3	Peptides OXS008450 1	Peptides OXS008450 2	Peptides OXS008450 3	Peptides OXS008450/OXS008255 1uM 1	Peptides OXS008450/OXS008255 1uM 2	Peptides OXS008450/OXS008255 1uM 3	Peptides OXS008450/OXS008255 25uM 1	Peptides OXS008450/OXS008255 25uM 2	Peptides OXS008450/OXS008255 25uM 3	Peptides OXS008450/OXS008255 5uM 1	Peptides OXS008450/OXS008255 5uM 2	Peptides OXS008450/OXS008255 5uM 3	Peptides OXS008450/Paclitaxel 1	Peptides OXS008450/Paclitaxel 2	Peptides OXS008450/Paclitaxel 3	Peptides OXS008483 1	Peptides OXS008483 2	Peptides OXS008483 3	Razor + unique peptides DMSO 1	Razor + unique peptides DMSO 2	Razor + unique peptides DMSO 3	Razor + unique peptides OXS008450 1	Razor + unique peptides OXS008450 2	Razor + unique peptides OXS008450 3	Razor + unique peptides OXS008450/OXS008255 1uM 1	Razor + unique peptides OXS008450/OXS008255 1uM 2	Razor + unique peptides OXS008450/OXS008255 1uM 3	Razor + unique peptides OXS008450/OXS008255 25uM 1	Razor + unique peptides OXS008450/OXS008255 25uM 2	Razor + unique peptides OXS008450/OXS008255 25uM 3	Razor + unique peptides OXS008450/OXS008255 5uM 1	Razor + unique peptides OXS008450/OXS008255 5uM 2	Razor + unique peptides OXS008450/OXS008255 5uM 3	Razor + unique peptides OXS008450/Paclitaxel 1	Razor + unique peptides OXS008450/Paclitaxel 2	Razor + unique peptides OXS008450/Paclitaxel 3	Razor + unique peptides OXS008483 1	Razor + unique peptides OXS008483 2	Razor + unique peptides OXS008483 3	Unique peptides DMSO 1	Unique peptides DMSO 2	Unique peptides DMSO 3	Unique peptides OXS008450 1	Unique peptides OXS008450 2	Unique peptides OXS008450 3	Unique peptides OXS008450/OXS008255 1uM 1	Unique peptides OXS008450/OXS008255 1uM 2	Unique peptides OXS008450/OXS008255 1uM 3	Unique peptides OXS008450/OXS008255 25uM 1	Unique peptides OXS008450/OXS008255 25uM 2	Unique peptides OXS008450/OXS008255 25uM 3	Unique peptides OXS008450/OXS008255 5uM 1	Unique peptides OXS008450/OXS008255 5uM 2	Unique peptides OXS008450/OXS008255 5uM 3	Unique peptides OXS008450/Paclitaxel 1	Unique peptides OXS008450/Paclitaxel 2	Unique peptides OXS008450/Paclitaxel 3	Unique peptides OXS008483 1	Unique peptides OXS008483 2	Unique peptides OXS008483 3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage DMSO 1 [%]	Sequence coverage DMSO 2 [%]	Sequence coverage DMSO 3 [%]	Sequence coverage OXS008450 1 [%]	Sequence coverage OXS008450 2 [%]	Sequence coverage OXS008450 3 [%]	Sequence coverage OXS008450/OXS008255 1uM 1 [%]	Sequence coverage OXS008450/OXS008255 1uM 2 [%]	Sequence coverage OXS008450/OXS008255 1uM 3 [%]	Sequence coverage OXS008450/OXS008255 25uM 1 [%]	Sequence coverage OXS008450/OXS008255 25uM 2 [%]	Sequence coverage OXS008450/OXS008255 25uM 3 [%]	Sequence coverage OXS008450/OXS008255 5uM 1 [%]	Sequence coverage OXS008450/OXS008255 5uM 2 [%]	Sequence coverage OXS008450/OXS008255 5uM 3 [%]	Sequence coverage OXS008450/Paclitaxel 1 [%]	Sequence coverage OXS008450/Paclitaxel 2 [%]	Sequence coverage OXS008450/Paclitaxel 3 [%]	Sequence coverage OXS008483 1 [%]	Sequence coverage OXS008483 2 [%]	Sequence coverage OXS008483 3 [%]	Intensity	Intensity DMSO 1	Intensity DMSO 2	Intensity DMSO 3	Intensity OXS008450 1	Intensity OXS008450 2	Intensity OXS008450 3	Intensity OXS008450/OXS008255 1uM 1	Intensity OXS008450/OXS008255 1uM 2	Intensity OXS008450/OXS008255 1uM 3	Intensity OXS008450/OXS008255 25uM 1	Intensity OXS008450/OXS008255 25uM 2	Intensity OXS008450/OXS008255 25uM 3	Intensity OXS008450/OXS008255 5uM 1	Intensity OXS008450/OXS008255 5uM 2	Intensity OXS008450/OXS008255 5uM 3	Intensity OXS008450/Paclitaxel 1	Intensity OXS008450/Paclitaxel 2	Intensity OXS008450/Paclitaxel 3	Intensity OXS008483 1	Intensity OXS008483 2	Intensity OXS008483 3	LFQ intensity DMSO 1	LFQ intensity DMSO 2	LFQ intensity DMSO 3	LFQ intensity OXS008450 1	LFQ intensity OXS008450 2	LFQ intensity OXS008450 3	LFQ intensity OXS008450/OXS008255 1uM 1	LFQ intensity OXS008450/OXS008255 1uM 2	LFQ intensity OXS008450/OXS008255 1uM 3	LFQ intensity OXS008450/OXS008255 25uM 1	LFQ intensity OXS008450/OXS008255 25uM 2	LFQ intensity OXS008450/OXS008255 25uM 3	LFQ intensity OXS008450/OXS008255 5uM 1	LFQ intensity OXS008450/OXS008255 5uM 2	LFQ intensity OXS008450/OXS008255 5uM 3	LFQ intensity OXS008450/Paclitaxel 1	LFQ intensity OXS008450/Paclitaxel 2	LFQ intensity OXS008450/Paclitaxel 3	LFQ intensity OXS008483 1	LFQ intensity OXS008483 2	LFQ intensity OXS008483 3	MS/MS count DMSO 1	MS/MS count DMSO 2	MS/MS count DMSO 3	MS/MS count OXS008450 1	MS/MS count OXS008450 2	MS/MS count OXS008450 3	MS/MS count OXS008450/OXS008255 1uM 1	MS/MS count OXS008450/OXS008255 1uM 2	MS/MS count OXS008450/OXS008255 1uM 3	MS/MS count OXS008450/OXS008255 25uM 1	MS/MS count OXS008450/OXS008255 25uM 2	MS/MS count OXS008450/OXS008255 25uM 3	MS/MS count OXS008450/OXS008255 5uM 1	MS/MS count OXS008450/OXS008255 5uM 2	MS/MS count OXS008450/OXS008255 5uM 3	MS/MS count OXS008450/Paclitaxel 1	MS/MS count OXS008450/Paclitaxel 2	MS/MS count OXS008450/Paclitaxel 3	MS/MS count OXS008483 1	MS/MS count OXS008483 2	MS/MS count OXS008483 3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A0M3HER1;A0A0J9YXC7;P48059	A0A0M3HER1;A0A0J9YXC7;P48059	1;1;1	1;1;1	1;1;1	LIM and senescent cell antigen-like-containing domain protein 1	LIMS1	tr|A0A0M3HER1|A0A0M3HER1_HUMAN LIM and senescent cell antigen-like-containing domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LIMS1 PE=1 SV=1;tr|A0A0J9YXC7|A0A0J9YXC7_HUMAN LIM and senescent cell antigen-like-containing domain protein OS=Homo sapien	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	5.7	5.7	5.7	24.307	209	209;398;325	0	3.3233	0	0	5.7	0	0	0	0	0	0	0	0	5.7	5.7	0	5.7	0	0	0	0	0	0	148440000	0	0	52874000	0	0	0	0	0	0	0	0	0	29965000	0	65602000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32864000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	4				134	7588	True	8052	53424;53425;53426;53427	55428;55429;55430;55431	55429		
A0A0R4J2E8;A8MXP9;P43243;B3KM87;Q68E03;D6REM6;D6RBK5;H0Y8T4;D6R991	A0A0R4J2E8;A8MXP9;P43243;B3KM87;Q68E03	5;5;5;4;3;2;1;1;1	5;5;5;4;3;2;1;1;1	5;5;5;4;3;2;1;1;1	Matrin-3	MATR3;DKFZp686L22104	tr|A0A0R4J2E8|A0A0R4J2E8_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2;tr|B3KM87|B3KM87_HUMAN c	9	5	5	5	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	1	0	9	9	9	94.622	847	847;895;847;509;283;794;121;334;433	0	8.2135	0	0	0	0	0	0	5.2	1.4	0	0	0	0	0	0	0	0	0	1.5	1.7	2.2	0	357870000	0	0	0	0	0	0	176280000	8088900	0	0	0	0	0	0	0	0	0	17676000	43393000	112430000	0	0	0	0	0	0	0	75286000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	6				135	3127;3509;4030;5569;7599	True;True;True;True;True	3268;3676;4226;5922;8063	21642;24610;24611;27875;39038;39039;39040;53526	22386;25472;25473;28774;40383;40384;40385;55535	22386;25473;28774;40383;55535		
A0A0U1RQH7;H0Y4X3;G3XAC6;Q14498;Q5QP23;A0A087X122;A0A0U1RQW2;Q5QP22	A0A0U1RQH7;H0Y4X3;G3XAC6;Q14498;Q5QP23	3;3;3;3;2;1;1;1	3;3;3;3;2;1;1;1	3;3;3;3;2;1;1;1	RNA-binding protein 39	RBM39	tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=1;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=8;tr|G3XAC6|G3XAC6_HUMAN RNA-binding protein 39 OS	8	3	3	3	0	0	1	0	0	1	0	0	0	1	2	1	1	2	0	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	1	2	1	1	2	0	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	1	2	1	1	2	0	0	1	2	1	0	0	14.7	14.7	14.7	26.698	245	245;336;423;530;231;59;163;193	0	9.1609	0	0	6.1	0	0	6.1	0	0	0	6.1	10.6	6.1	6.1	10.2	0	0	6.1	10.6	4.1	0	0	495300000	0	0	21910000	0	0	20086000	0	0	0	42506000	77293000	36129000	64047000	87667000	0	0	65311000	80354000	0	0	0	0	0	0	0	0	0	0	0	0	0	33694000	0	0	0	0	0	0	50151000	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	1	2	0	0	1	2	1	0	0	13				136	1194;6868;7704	True;True;True	1244;7288;8175	8534;8535;48084;48085;54276;54277;54278;54279;54280;54281;54282;54283;54284	8716;8717;49857;49858;56293;56294;56295;56296;56297;56298;56299;56300;56301	8716;49857;56296		
A0A0U1RQV4;Q13464	A0A0U1RQV4;Q13464	1;1	1;1	1;1	Rho-associated protein kinase 1	ROCK1	tr|A0A0U1RQV4|A0A0U1RQV4_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1;sp|Q13464|ROCK1_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.7	0.7	0.7	133.07	1137	1137;1354	0.005777	1.5858	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	24821000	0	0	0	0	0	0	0	0	0	0	0	0	0	24821000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10492000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1				137	4479	True	4694	31052	32122	32122		
A0A0U1RR22;Q9UNF0;B0QYG7;B0QYG8	A0A0U1RR22;Q9UNF0;B0QYG7;B0QYG8	2;2;1;1	2;2;1;1	2;2;1;1	Protein kinase C and casein kinase substrate in neurons protein 2	PACSIN2	tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=1;sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	5.1	5.1	5.1	51.828	451	451;486;152;155	0	5.0839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	2.4	2.4	0	2.7	191460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72567000	0	0	71384000	34922000	0	12586000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4996600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	3				138	2811;4028	True;True	2935;4224	19257;19258;19259;27864	19830;19831;19832;28763	19831;28763		
Q99878;A0A0U1RR32;A0A0U1RRH7;Q96KK5;Q9BTM1;Q6FI13;Q16777;P0C0S8;P20671;Q7L7L0;H0YFX9;Q93077;P04908;C9J0D1;Q8IUE6;Q96QV6;P0C0S5;P16104;A0A3B3IS11;Q71UI9	Q99878;A0A0U1RR32;A0A0U1RRH7;Q96KK5;Q9BTM1;Q6FI13;Q16777;P0C0S8;P20671;Q7L7L0;H0YFX9;Q93077;P04908	3;3;3;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1	3;3;3;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1	3;3;3;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1	Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-A;Histone H2A type 2-C;Histone H2A type 1;Histone H2A type 1-D;Histone H2A type 3;Histone H2A;Histone H2A type 1-C;Histone H2A type 1-B/E	HIST1H2AJ;HIST1H2AH;H2AFJ;HIST2H2AA3;HIST2H2AC;HIST1H2AG;HIST1H2AD;HIST3H2A;HIST1H2AC;HIST1H2AB	sp|Q99878|H2A1J_HUMAN Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2AJ PE=1 SV=3;tr|A0A0U1RR32|A0A0U1RR32_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=hCG_2039566 PE=3 SV=1;tr|A0A0U1RRH7|A0A0U1RRH7_HUMAN Histone H2A OS=Homo sapiens OX=9606 PE=3 SV	20	3	3	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	30.5	30.5	30.5	13.936	128	128;169;170;128;129;130;129;130;130;130;92;130;130;122;130;131;128;143;140;128	0	10.553	0	0	7	0	0	0	0	0	0	0	14.8	8.6	0	0	0	0	14.8	14.8	0	14.8	14.8	402840000	0	0	74713000	0	0	0	0	0	0	0	0	37117000	0	0	0	0	82670000	77734000	0	72355000	58255000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23126000	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	1	1	8				139	325;5302;7973	True;True;True	344;5638;8459	2634;36872;56168;56169;56170;56171;56172;56173	2673;38122;58246;58247;58248;58249;58250;58251	2673;38122;58250		
A0A0U1RRM4;P26599;A6NLN1;A0A0D9SF20;K7EKJ7;K7EK45;A0A087WUW5;K7ES59;K7ELW5;X6R242;A0A087WU68;O95758	A0A0U1RRM4;P26599;A6NLN1;A0A0D9SF20	9;9;7;5;4;3;2;2;1;1;1;1	9;9;7;5;4;3;2;2;1;1;1;1	9;9;7;5;4;3;2;2;1;1;1;1	Polypyrimidine tract-binding protein 1	PTBP1	tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t	12	9	9	9	1	1	0	2	1	3	3	5	2	3	2	2	3	3	4	0	1	0	2	1	2	1	1	0	2	1	3	3	5	2	3	2	2	3	3	4	0	1	0	2	1	2	1	1	0	2	1	3	3	5	2	3	2	2	3	3	4	0	1	0	2	1	2	18.9	18.9	18.9	62.463	588	588;531;527;197;237;256;81;149;105;182;227;552	0	61.344	1.9	2.7	0	5.1	1.4	5.6	7.1	10.9	6	4.6	5.3	5.8	6.3	3.7	6.5	0	3.9	0	7.1	3.9	7.1	2682800000	23242000	59016000	0	85754000	19247000	91260000	313900000	245500000	23887000	108670000	160390000	213910000	203330000	138040000	213800000	0	328330000	0	87690000	125040000	241820000	0	0	0	84352000	0	50204000	73080000	72910000	0	89498000	85590000	0	91305000	102810000	97406000	0	146510000	0	75910000	0	65728000	1	1	0	2	1	2	3	4	2	2	2	2	3	3	4	0	3	0	2	1	4	42				140	1544;2567;2871;2951;4766;5059;5060;7694;7991	True;True;True;True;True;True;True;True;True	1614;2682;3000;3086;5002;5316;5317;8165;8478	11238;11239;17775;19617;19618;20026;20027;20028;20029;20030;20031;20032;20033;20034;20035;20036;20037;20038;20039;20040;32863;32864;32865;32866;34945;34946;34947;34948;34949;34950;34951;34952;54198;54199;54200;54201;54202;54203;56294;56295;56296;56297;56298;56299;56300;56301;56302	11518;11519;18295;20195;20196;20613;20614;20615;20616;20617;20618;20619;20620;20621;20622;20623;20624;20625;20626;20627;33950;33951;33952;33953;36136;36137;36138;36139;36140;36141;36142;36143;56212;56213;56214;56215;56216;56217;58378;58379;58380;58381;58382;58383;58384;58385;58386	11519;18295;20195;20614;33952;36137;36142;56212;58384	54	1
A0A1W2PR11;A0A140T9J9;A0A140T962;A0A140T9B3;Q29963;A0A1W2PP77;A0A140T930;A0A140T912;A0A140T937;A0A1W2PRX1;A0A1W2PRZ0;P30508;Q07000;Q29865;P30510;P30501;P30505;P30504;A0A1W2PNZ7;A0A140T9W2;A0A140T9U0;A0A140T9M0;P04222	A0A1W2PR11;A0A140T9J9;A0A140T962;A0A140T9B3;Q29963;A0A1W2PP77;A0A140T930;A0A140T912;A0A140T937;A0A1W2PRX1;A0A1W2PRZ0;P30508;Q07000;Q29865;P30510;P30501;P30505;P30504	5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2	5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-12 alpha chain;HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-14 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-4 alpha chain	HLA-C	tr|A0A1W2PR11|A0A1W2PR11_HUMAN HLA class I histocompatibility antigen, Cw-6 alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=1;tr|A0A140T9J9|A0A140T9J9_HUMAN HLA class I histocompatibility antigen, Cw-6 alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1	23	5	5	0	0	0	0	1	2	1	3	3	0	1	2	1	2	1	0	1	1	1	3	0	2	0	0	0	1	2	1	3	3	0	1	2	1	2	1	0	1	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5	22.5	0	36.848	325	325;372;368;397;366;244;397;372;339;244;325;366;366;366;366;366;366;366;244;355;368;372;366	0	53.428	0	0	0	3.4	10.8	3.4	14.2	14.8	0	3.4	10.8	3.4	7.7	3.4	0	3.4	7.4	4	14.2	0	6.8	865240000	0	0	0	5180300	103270000	28887000	102060000	209220000	0	14262000	77359000	13500000	9610300	14634000	0	7211200	25630000	101260000	126700000	0	26457000	0	0	0	0	45181000	0	53684000	76778000	0	0	33945000	0	0	0	0	0	0	0	40463000	0	39053000	0	0	0	1	2	1	3	4	0	1	2	1	2	1	0	1	1	1	3	0	2	26				141	1103;6710;8119;8251;8338	True;True;True;True;True	1150;7124;8612;8749;8840	7986;7987;7988;7989;7990;7991;46907;57304;57305;58303;58304;58305;58970;58971;58972;58973;58974;58975;58976;58977;58978;58979;58980;58981;58982;58983	8167;8168;8169;8170;8171;8172;48586;59485;59486;60501;60502;60503;61195;61196;61197;61198;61199;61200;61201;61202;61203;61204;61205;61206;61207;61208	8170;48586;59486;60502;61198		
A0A140TA86;Q5XKP0	A0A140TA86;Q5XKP0	1;1	1;1	1;1	Protein QIL1	QIL1	tr|A0A140TA86|A0A140TA86_HUMAN MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=C19orf70 PE=1 SV=1;sp|Q5XKP0|MIC13_HUMAN MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=MIC13 PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	14.3	14.3	14.3	15.436	140	140;118	0	2.8712	0	0	0	0	0	0	14.3	0	0	0	14.3	0	0	0	0	0	0	0	14.3	0	0	214570000	0	0	0	0	0	0	80209000	0	0	0	37800000	0	0	0	0	0	0	0	96556000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37773000	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3				142	1312	True	1373	9559;9560;9561	9801;9802;9803	9801	55	111
A0A1B0GV75;A0A1B0GTB8;A0A1B0GWC0;A0A1B0GVF3;P23786	A0A1B0GV75;A0A1B0GTB8;A0A1B0GWC0;A0A1B0GVF3;P23786	3;3;3;3;3	3;3;3;3;3	3;3;3;3;3	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2	tr|A0A1B0GV75|A0A1B0GV75_HUMAN Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=1;tr|A0A1B0GTB8|A0A1B0GTB8_HUMAN Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=1;tr|A0A1B0G	5	3	3	3	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	1	1	2	6.2	6.2	6.2	67.171	598	598;635;647;670;658	0	6.15	0	0	0	0	0	2	0	0	0	0	0	0	1.7	3.7	1.7	0	0	0	1.7	1.7	4.2	333950000	0	0	0	0	0	20353000	0	0	0	0	0	0	31654000	43959000	42653000	0	0	0	74124000	48461000	72750000	0	0	0	0	0	0	0	0	0	0	0	0	0	18582000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	1	1	2	9				143	324;4573;6829	True;True;True	343;4799;7248	2633;31573;31574;31575;31576;31577;31578;47739;47740	2672;32643;32644;32645;32646;32647;32648;49504;49505	2672;32647;49504		
A0A1B0GWJ0;A0A1B0GTJ7;P30566;A0A1B0GTG9;A0A1B0GWF8;A0A0A6YY92;A0A096LNY4;A0A096LNY5;B4DEP1;A0A1W2PRX2;A0A096LP72;A0A096LNY6;A0A096LP92;A0A096LPA2	A0A1B0GWJ0;A0A1B0GTJ7;P30566;A0A1B0GTG9;A0A1B0GWF8;A0A0A6YY92;A0A096LNY4;A0A096LNY5	5;5;5;4;4;4;3;3;2;2;2;2;1;1	5;5;5;4;4;4;3;3;2;2;2;2;1;1	5;5;5;4;4;4;3;3;2;2;2;2;1;1	Adenylosuccinate lyase	ADSL	tr|A0A1B0GWJ0|A0A1B0GWJ0_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;tr|A0A1B0GTJ7|A0A1B0GTJ7_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=1;sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9	14	5	5	5	1	0	1	2	1	3	3	2	1	2	2	1	1	2	1	2	1	1	3	2	2	1	0	1	2	1	3	3	2	1	2	2	1	1	2	1	2	1	1	3	2	2	1	0	1	2	1	3	3	2	1	2	2	1	1	2	1	2	1	1	3	2	2	10.4	10.4	10.4	54.465	480	480;480;484;377;403;498;164;262;127;142;149;360;78;133	0	16.482	2.7	0	2.7	5.8	1.9	6.9	6.9	4	2.3	4.6	4.6	1.9	1.9	4.6	1.9	4.6	4	1.9	5.8	4.6	4.6	871950000	6967300	0	5029100	29182000	44284000	98631000	56741000	29293000	7446500	20536000	68915000	41201000	31276000	45183000	49195000	27101000	73631000	21466000	133360000	53385000	29131000	0	0	0	0	0	48782000	17717000	22772000	0	18212000	24905000	0	0	22264000	0	23580000	0	0	37576000	25754000	15154000	1	0	1	2	1	2	2	2	1	2	2	1	2	2	1	2	1	1	3	2	2	33				144	47;48;259;5275;7759	True;True;True;True;True	47;48;273;5609;8232	362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;2107;36687;36688;36689;36690;36691;36692;36693;36694;36695;36696;36697;36698;36699;36700;36701;36702;54621;54622	364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;2142;37935;37936;37937;37938;37939;37940;37941;37942;37943;37944;37945;37946;37947;37948;37949;37950;56651;56652	367;377;2142;37950;56651		
